order_id,order_date,customer_id,segment,region,state,category,sub_category,sales,quantity,discount,profit,profit_margin,calculated_cost_basis
CA-2025-105215,2025-08-08,CS-1366,Home Office,West,Goa,Furniture,Furnishings,98.01,2,0.1,8.49,8.662381389654117,89.52000000000001
CA-2025-105216,2025-03-12,CS-1006,Corporate,North,Punjab,Technology,Phones,93.78,2,0.5,4.87,5.193004905097036,88.91
CA-2025-105217,2024-07-25,CS-1418,Consumer,West,Goa,Furniture,Chairs,236.22,8,0.1,52.94,22.411311489289645,183.28
CA-2025-105218,2025-01-22,CS-1191,Consumer,West,Rajasthan,Furniture,Chairs,2239.06,6,0.0,182.32,8.14270274132895,2056.74
CA-2025-105219,2025-04-24,CS-1334,Consumer,North,Haryana,Office Supplies,Paper,454.5,7,0.1,45.14,9.931793179317932,409.36
CA-2025-105220,2026-03-01,CS-1432,Consumer,North,UP,Furniture,Chairs,1340.98,4,0.0,122.39,9.126907187280944,1218.59
CA-2025-105221,2024-12-05,CS-1279,Corporate,East,Odisha,Technology,Copiers,1128.58,4,0.0,277.46,24.584876570557693,851.1199999999999
CA-2025-105222,2024-12-05,CS-1382,Consumer,South,Karnataka,Furniture,Tables,1281.26,4,0.0,-456.02,-35.59152709052027,1737.28
CA-2025-105223,2024-07-22,CS-1340,Home Office,West,Maharashtra,Office Supplies,Binders,1244.39,6,0.2,248.65,19.981677769831,995.7400000000001
CA-2025-105224,2024-06-09,CS-1013,Consumer,South,Karnataka,Office Supplies,Paper,65.54,4,0.0,8.36,12.755569118095817,57.18000000000001
CA-2025-105225,2025-06-23,CS-1303,Consumer,East,West Bengal,Furniture,Furnishings,134.08,1,0.0,6.89,5.138723150357995,127.19000000000001
CA-2025-105226,2025-01-26,CS-1044,Home Office,North,Haryana,Technology,Copiers,443.64,1,0.0,108.06,24.357587232891532,335.58
CA-2025-105227,2026-02-07,CS-1105,Consumer,North,Delhi,Office Supplies,Art,3722.73,8,0.0,337.51,9.06619604430082,3385.2200000000003
CA-2025-105228,2025-11-07,CS-1160,Corporate,North,Haryana,Technology,Accessories,92.21,2,0.2,5.82,6.311679861186422,86.38999999999999
CA-2025-105229,2025-07-28,CS-1154,Corporate,East,Bihar,Technology,Accessories,4291.09,9,0.0,540.92,12.605654973444974,3750.17
CA-2025-105230,2025-06-17,CS-1242,Consumer,West,Maharashtra,Office Supplies,Art,2708.46,8,0.0,286.4,10.574274680076499,2422.06
CA-2025-105231,2024-03-10,CS-1181,Corporate,East,West Bengal,Office Supplies,Binders,462.05,1,0.0,110.34,23.880532409912348,351.71000000000004
CA-2025-105232,2025-02-08,CS-1014,Consumer,North,Delhi,Furniture,Tables,1652.56,8,0.0,91.64,5.5453357215471755,1560.9199999999998
CA-2025-105233,2025-08-30,CS-1180,Corporate,West,Goa,Furniture,Chairs,538.7,9,0.0,132.39,24.575830703545567,406.31000000000006
CA-2025-105234,2025-11-05,CS-1377,Corporate,North,UP,Furniture,Chairs,632.81,4,0.0,105.9,16.734880927924657,526.91
CA-2025-105235,2025-08-13,CS-1292,Consumer,North,Punjab,Technology,Phones,2435.61,7,0.0,267.83,10.996423893808942,2167.78
CA-2025-105236,2025-05-31,CS-1264,Corporate,East,Bihar,Office Supplies,Art,1598.63,4,0.0,357.49,22.362272695995948,1241.14
CA-2025-105237,2024-04-29,CS-1168,Consumer,East,West Bengal,Furniture,Chairs,93.31,3,0.1,12.45,13.342621369628121,80.86
CA-2025-105238,2025-11-20,CS-1214,Corporate,South,Kerala,Furniture,Furnishings,223.75,1,0.1,35.02,15.651396648044694,188.73
CA-2025-105239,2025-11-18,CS-1150,Home Office,North,Punjab,Furniture,Chairs,74.77,2,0.1,5.87,7.850742276314031,68.89999999999999
CA-2025-105240,2024-08-04,CS-1016,Home Office,West,Rajasthan,Furniture,Furnishings,3032.19,7,0.0,685.47,22.606432974186973,2346.7200000000003
CA-2025-105241,2024-02-25,CS-1091,Corporate,North,Haryana,Office Supplies,Binders,1460.44,6,0.0,329.56,22.56580208704226,1130.88
CA-2025-105242,2024-12-31,CS-1120,Consumer,West,Rajasthan,Furniture,Furnishings,3666.1,8,0.0,734.44,20.03327787021631,2931.66
CA-2025-105243,2025-11-29,CS-1444,Home Office,South,Kerala,Furniture,Tables,145.51,3,0.0,-46.24,-31.777884681465196,191.75
CA-2025-105244,2025-05-18,CS-1253,Consumer,North,Delhi,Office Supplies,Paper,1031.58,6,0.0,92.89,9.004633668741155,938.6899999999999
CA-2025-105245,2026-01-13,CS-1060,Corporate,West,Maharashtra,Technology,Accessories,1844.12,6,0.1,255.48,13.853762228054572,1588.6399999999999
CA-2025-105246,2026-02-05,CS-1266,Consumer,West,Rajasthan,Office Supplies,Binders,246.17,2,0.2,16.83,6.836738839013689,229.33999999999997
CA-2025-105247,2025-03-30,CS-1409,Home Office,South,Telangana,Technology,Phones,422.36,1,0.0,71.08,16.829245193673643,351.28000000000003
CA-2025-105248,2024-04-13,CS-1031,Corporate,East,Odisha,Furniture,Furnishings,888.39,2,0.1,81.93,9.222301016445481,806.46
CA-2025-105249,2024-03-17,CS-1021,Corporate,South,Tamil Nadu,Technology,Copiers,1330.18,9,0.0,145.93,10.970695695319431,1184.25
CA-2025-105250,2024-08-17,CS-1219,Consumer,West,Rajasthan,Furniture,Furnishings,1121.57,6,0.0,239.04,21.3129809106877,882.53
CA-2025-105251,2024-09-14,CS-1081,Corporate,South,Tamil Nadu,Technology,Phones,1161.6,3,0.2,286.94,24.702134986225897,874.6599999999999
CA-2025-105252,2024-09-20,CS-1289,Corporate,East,Jharkhand,Technology,Copiers,1168.33,7,0.1,147.16,12.595756335966723,1021.17
CA-2025-105253,2024-11-26,CS-1031,Corporate,North,Haryana,Technology,Accessories,225.95,1,0.2,47.19,20.885151582208454,178.76
CA-2025-105254,2024-06-30,CS-1498,Consumer,South,Tamil Nadu,Technology,Phones,2785.88,8,0.1,212.84,7.639955776989677,2573.04
CA-2025-105255,2026-02-06,CS-1234,Consumer,South,Telangana,Office Supplies,Art,1573.52,7,0.0,245.12,15.577812801870966,1328.4
CA-2025-105256,2025-07-03,CS-1474,Consumer,North,Delhi,Furniture,Tables,519.96,3,0.1,83.32,16.02430956227402,436.64000000000004
CA-2025-105257,2025-11-18,CS-1405,Consumer,South,Kerala,Office Supplies,Binders,910.22,4,0.1,207.2,22.76372745050647,703.02
CA-2025-105258,2024-01-27,CS-1036,Consumer,East,Bihar,Office Supplies,Fasteners,2743.75,7,0.0,269.65,9.827790432801821,2474.1
CA-2025-105259,2024-10-02,CS-1449,Consumer,West,Maharashtra,Furniture,Furnishings,651.84,4,0.0,40.96,6.283750613647521,610.88
CA-2025-105260,2025-10-13,CS-1132,Consumer,South,Telangana,Office Supplies,Paper,909.48,5,0.0,109.11,11.996965298852091,800.37
CA-2025-105261,2024-10-25,CS-1324,Consumer,North,Delhi,Office Supplies,Binders,102.68,1,0.0,20.46,19.925983638488507,82.22
CA-2025-105262,2026-03-09,CS-1346,Consumer,North,Punjab,Furniture,Tables,1768.96,5,0.0,104.72,5.919862518089724,1664.24
CA-2025-105263,2024-03-31,CS-1132,Home Office,South,Karnataka,Office Supplies,Fasteners,1802.92,4,0.0,142.83,7.92214851463182,1660.0900000000001
CA-2025-105264,2025-04-24,CS-1497,Corporate,North,UP,Office Supplies,Fasteners,303.04,3,0.0,17.9,5.906810982048573,285.14000000000004
CA-2025-105265,2025-07-26,CS-1009,Consumer,West,Goa,Furniture,Tables,242.54,9,0.0,36.21,14.929496165580936,206.32999999999998
CA-2025-105266,2025-04-02,CS-1030,Corporate,West,Gujarat,Office Supplies,Binders,196.82,1,0.0,42.32,21.501879890255058,154.5
CA-2025-105267,2025-03-26,CS-1115,Corporate,North,Haryana,Technology,Copiers,1054.88,5,0.0,108.97,10.33008493857121,945.9100000000001
CA-2025-105268,2024-12-30,CS-1301,Home Office,South,Kerala,Technology,Phones,652.95,2,0.0,36.75,5.628302320238916,616.2
CA-2025-105269,2025-11-05,CS-1004,Consumer,South,Tamil Nadu,Office Supplies,Fasteners,259.7,5,0.0,22.15,8.529072006160956,237.54999999999998
CA-2025-105270,2024-12-16,CS-1325,Consumer,North,UP,Office Supplies,Fasteners,2062.67,5,0.0,137.68,6.67484377045286,1924.99
CA-2025-105271,2025-10-16,CS-1237,Home Office,West,Gujarat,Furniture,Tables,145.63,1,0.5,23.4,16.068117832864107,122.22999999999999
CA-2025-105272,2025-02-03,CS-1023,Consumer,West,Goa,Furniture,Tables,1110.1,4,0.0,166.55,15.003152869110895,943.55
CA-2025-105273,2024-09-09,CS-1016,Consumer,South,Tamil Nadu,Furniture,Tables,1155.13,7,0.0,-200.43,-17.35129379377213,1355.5600000000002
CA-2025-105274,2026-02-19,CS-1022,Consumer,West,Goa,Technology,Phones,170.08,1,0.1,37.15,21.842662276575727,132.93
CA-2025-105275,2025-04-03,CS-1485,Consumer,East,Bihar,Technology,Accessories,74.32,2,0.0,9.82,13.213132400430572,64.5
CA-2025-105276,2025-11-29,CS-1072,Home Office,West,Maharashtra,Technology,Phones,758.68,4,0.5,184.98,24.381821057626404,573.6999999999999
CA-2025-105277,2025-05-13,CS-1304,Consumer,South,Kerala,Office Supplies,Paper,612.64,2,0.0,59.2,9.66309741446853,553.4399999999999
CA-2025-105278,2025-05-22,CS-1446,Home Office,West,Gujarat,Furniture,Chairs,781.52,2,0.2,136.38,17.450609069505578,645.14
CA-2025-105279,2024-10-30,CS-1481,Home Office,West,Rajasthan,Office Supplies,Paper,183.25,1,0.0,38.32,20.911323328785812,144.93
CA-2025-105280,2025-05-15,CS-1444,Corporate,North,UP,Office Supplies,Art,672.92,2,0.0,59.09,8.781132972715925,613.8299999999999
CA-2025-105281,2025-08-20,CS-1230,Consumer,East,Odisha,Office Supplies,Art,1381.73,3,0.0,288.3,20.865147315322098,1093.43
CA-2025-105282,2024-06-14,CS-1107,Consumer,North,Delhi,Office Supplies,Art,717.45,4,0.5,162.76,22.68590145654749,554.69
CA-2025-105283,2025-02-18,CS-1208,Consumer,West,Gujarat,Technology,Accessories,26.78,1,0.1,4.91,18.334578043315908,21.87
CA-2025-105284,2025-04-06,CS-1389,Consumer,West,Goa,Technology,Phones,255.84,1,0.2,58.63,22.916666666666668,197.21
CA-2025-105285,2024-04-23,CS-1208,Corporate,North,Punjab,Office Supplies,Paper,1940.69,7,0.0,249.37,12.84955350931885,1691.3200000000002
CA-2025-105286,2025-03-08,CS-1263,Consumer,East,Odisha,Technology,Copiers,1018.65,5,0.2,132.78,13.034899131203062,885.87
CA-2025-105287,2024-12-21,CS-1051,Home Office,South,Karnataka,Furniture,Furnishings,1966.94,7,0.0,105.6,5.36874536081426,1861.3400000000001
CA-2025-105288,2025-11-25,CS-1065,Corporate,North,UP,Office Supplies,Paper,2121.1,9,0.0,445.0,20.979680354533027,1676.1
CA-2025-105289,2024-07-25,CS-1265,Corporate,West,Goa,Furniture,Furnishings,349.0,1,0.0,19.76,5.66189111747851,329.24
CA-2025-105290,2026-02-06,CS-1338,Home Office,West,Maharashtra,Furniture,Tables,69.23,8,0.5,7.12,10.284558717319081,62.11000000000001
CA-2025-105291,2024-08-22,CS-1301,Consumer,South,Telangana,Furniture,Tables,409.58,4,0.0,-117.17,-28.607353874700912,526.75
CA-2025-105292,2025-03-17,CS-1378,Consumer,West,Gujarat,Furniture,Tables,1701.35,9,0.0,291.85,17.1540247450554,1409.5
CA-2025-105293,2024-12-20,CS-1175,Consumer,West,Gujarat,Technology,Phones,463.61,2,0.0,67.73,14.609262095295616,395.88
CA-2025-105294,2025-05-29,CS-1451,Consumer,South,Tamil Nadu,Office Supplies,Fasteners,665.44,9,0.0,115.48,17.353931233469584,549.96
CA-2025-105295,2024-07-26,CS-1152,Corporate,West,Goa,Technology,Copiers,3294.97,8,0.0,377.11,11.445020743739702,2917.8599999999997
CA-2025-105296,2025-12-09,CS-1476,Consumer,West,Goa,Furniture,Tables,2792.41,6,0.0,253.38,9.073882416980315,2539.0299999999997
CA-2025-105297,2024-05-04,CS-1266,Consumer,East,Odisha,Furniture,Tables,1890.48,5,0.0,205.3,10.8596758495197,1685.18
CA-2025-105298,2024-05-17,CS-1329,Home Office,North,UP,Office Supplies,Fasteners,697.68,3,0.5,69.43,9.951553720903568,628.25
CA-2025-105299,2024-12-04,CS-1461,Consumer,East,West Bengal,Office Supplies,Binders,299.34,1,0.2,40.66,13.583216409434087,258.67999999999995
CA-2025-105300,2025-06-20,CS-1304,Corporate,East,West Bengal,Office Supplies,Binders,1356.7,6,0.0,273.59,20.165843591066558,1083.1100000000001
CA-2025-105301,2024-03-08,CS-1163,Consumer,West,Goa,Office Supplies,Binders,506.59,5,0.5,58.28,11.504372372135258,448.30999999999995
CA-2025-105302,2025-07-26,CS-1438,Consumer,North,Punjab,Technology,Copiers,659.06,8,0.1,79.85,12.11574060024884,579.2099999999999
CA-2025-105303,2025-06-24,CS-1343,Corporate,North,Punjab,Office Supplies,Fasteners,52.36,1,0.0,9.92,18.94576012223071,42.44
CA-2025-105304,2025-01-17,CS-1367,Home Office,West,Gujarat,Office Supplies,Binders,117.61,1,0.0,27.36,23.263327948303715,90.25
CA-2025-105305,2024-01-19,CS-1465,Consumer,East,Odisha,Office Supplies,Binders,947.61,7,0.5,96.71,10.205675330568482,850.9
CA-2025-105306,2025-11-13,CS-1238,Consumer,East,Jharkhand,Technology,Accessories,608.99,8,0.0,120.05,19.71296737220644,488.94
CA-2025-105307,2025-03-25,CS-1199,Consumer,East,Bihar,Office Supplies,Paper,476.07,1,0.0,83.2,17.476421534648267,392.87
CA-2025-105308,2024-03-14,CS-1016,Consumer,North,Haryana,Office Supplies,Art,948.24,9,0.1,146.27,15.425419724964145,801.97
CA-2025-105309,2025-07-26,CS-1309,Consumer,West,Gujarat,Furniture,Tables,2636.42,7,0.1,141.89,5.381919421033067,2494.53
CA-2025-105310,2025-10-26,CS-1296,Corporate,North,Punjab,Office Supplies,Art,2878.55,7,0.0,363.13,12.615031873686403,2515.42
CA-2025-105311,2024-10-02,CS-1356,Consumer,East,Odisha,Technology,Accessories,316.76,8,0.5,28.85,9.107841899229701,287.90999999999997
CA-2025-105312,2024-02-17,CS-1276,Consumer,North,Haryana,Furniture,Chairs,2866.11,8,0.0,223.66,7.8036083751147025,2642.4500000000003
CA-2025-105313,2024-07-29,CS-1472,Corporate,North,Delhi,Technology,Phones,413.82,1,0.0,43.49,10.509400222318883,370.33
CA-2025-105314,2025-10-12,CS-1239,Consumer,West,Rajasthan,Office Supplies,Paper,1773.2,4,0.0,320.26,18.061132415971123,1452.94
CA-2025-105315,2025-09-13,CS-1069,Consumer,West,Goa,Office Supplies,Paper,4297.05,9,0.0,677.61,15.769190491150905,3619.44
CA-2025-105316,2025-11-25,CS-1301,Home Office,North,Haryana,Technology,Accessories,698.63,3,0.5,95.98,13.73831641927773,602.65
CA-2025-105317,2025-06-23,CS-1006,Consumer,South,Kerala,Office Supplies,Art,877.27,6,0.1,69.32,7.901786223169605,807.95
CA-2025-105318,2025-12-09,CS-1220,Corporate,West,Gujarat,Technology,Accessories,564.61,4,0.0,116.12,20.566408671472345,448.49
CA-2025-105319,2024-07-09,CS-1254,Consumer,South,Kerala,Office Supplies,Paper,102.39,1,0.5,14.97,14.620568414884266,87.42
CA-2025-105320,2024-11-10,CS-1453,Consumer,West,Gujarat,Furniture,Chairs,713.56,3,0.0,127.76,17.904591064521554,585.8
CA-2025-105321,2025-07-16,CS-1433,Consumer,East,West Bengal,Office Supplies,Binders,373.81,3,0.0,21.44,5.735534094861026,352.37
CA-2025-105322,2025-10-22,CS-1295,Consumer,South,Tamil Nadu,Technology,Accessories,125.23,3,0.2,28.61,22.84596342729378,96.62
CA-2025-105323,2026-02-18,CS-1358,Consumer,East,Odisha,Technology,Copiers,1990.36,6,0.0,305.72,15.360035370485745,1684.6399999999999
CA-2025-105324,2025-07-15,CS-1386,Consumer,East,West Bengal,Furniture,Furnishings,858.4,9,0.0,102.91,11.988583410997204,755.49
CA-2025-105325,2026-01-27,CS-1107,Home Office,North,Punjab,Office Supplies,Fasteners,3208.11,7,0.0,690.97,21.538226557069425,2517.1400000000003
CA-2025-105326,2024-04-22,CS-1295,Corporate,East,Odisha,Office Supplies,Art,1056.76,7,0.0,224.4,21.23471743820735,832.36
CA-2025-105327,2024-06-18,CS-1118,Consumer,East,Odisha,Office Supplies,Art,106.87,1,,10.05,9.403948722747263,96.82000000000001
CA-2025-105328,2025-04-12,CS-1405,Corporate,East,Bihar,Furniture,Chairs,851.61,9,0.1,105.79,12.422352954991135,745.82
CA-2025-105329,2025-11-08,CS-1168,Home Office,East,Jharkhand,Furniture,Chairs,607.36,4,0.0,103.93,17.111762381454163,503.43
CA-2025-105330,2024-01-14,CS-1485,Corporate,North,Punjab,Technology,Copiers,1239.84,8,0.5,309.61,24.971770551038848,930.2299999999999
CA-2025-105331,2025-12-15,CS-1251,Consumer,North,Haryana,Technology,Copiers,391.5,1,0.2,81.15,20.727969348659006,310.35
CA-2025-105332,2024-10-14,CS-1082,Home Office,East,Odisha,Technology,Phones,1986.17,8,0.0,119.13,5.99797600406813,1867.04
CA-2025-105333,2024-07-07,CS-1054,Consumer,South,Kerala,Technology,Phones,2734.58,9,0.0,539.39,19.72478406190347,2195.19
CA-2025-105334,2024-06-03,CS-1240,Consumer,West,Gujarat,Office Supplies,Paper,2114.37,5,0.0,313.21,14.813395952458652,1801.1599999999999
CA-2025-105335,2025-07-20,CS-1366,Corporate,South,Kerala,Technology,Copiers,1094.17,7,0.1,58.71,5.365710995549137,1035.46
CA-2025-105336,2025-11-24,CS-1012,Home Office,East,Bihar,Office Supplies,Art,196.28,2,0.0,27.59,14.056449969431425,168.69
CA-2025-105337,2025-12-22,CS-1209,Home Office,North,Haryana,Technology,Phones,222.48,1,0.0,25.69,11.54710535778497,196.79
CA-2025-105338,2025-04-15,CS-1165,Home Office,East,Odisha,Furniture,Chairs,996.96,6,0.0,70.66,7.08754614026641,926.3000000000001
CA-2025-105339,2024-03-15,CS-1366,Consumer,East,West Bengal,Furniture,Tables,3127.71,9,0.2,489.95,15.664815472022662,2637.76
CA-2025-105340,2024-10-03,CS-1294,Home Office,North,UP,Technology,Accessories,391.35,1,0.2,93.27,23.832886163280946,298.08000000000004
CA-2025-105341,2025-10-06,CS-1399,Consumer,South,Tamil Nadu,Technology,Phones,312.55,1,0.1,70.3,22.49240121580547,242.25
CA-2025-105342,2024-12-08,CS-1007,Consumer,West,Rajasthan,Technology,Phones,1189.23,4,0.1,192.77,16.209648259798357,996.46
CA-2025-105343,2025-02-28,CS-1078,Corporate,East,Odisha,Technology,Accessories,2159.81,6,0.0,197.25,9.13274778799987,1962.56
CA-2025-105344,2025-07-24,CS-1434,Consumer,North,UP,Office Supplies,Art,1937.17,9,0.1,141.27,7.292596932638849,1795.9
CA-2025-105345,2025-05-25,CS-1065,Corporate,West,Gujarat,Technology,Phones,508.97,2,0.2,95.06,18.67693577224591,413.91
CA-2025-105346,2024-06-30,CS-1102,Consumer,West,Goa,Technology,Phones,224.59,5,0.0,28.83,12.836724698339195,195.76
CA-2025-105347,2025-04-02,CS-1451,Home Office,West,Rajasthan,Technology,Phones,881.26,7,0.5,136.05,15.4381226879695,745.21
CA-2025-105348,2024-03-04,CS-1357,Consumer,North,Delhi,Office Supplies,Art,345.72,4,0.5,71.04,20.548420687261366,274.68
CA-2025-105349,2024-09-16,CS-1300,Consumer,East,West Bengal,Furniture,Tables,216.35,6,0.0,36.89,17.051074647561823,179.45999999999998
CA-2025-105350,2024-07-11,CS-1287,Home Office,North,Haryana,Office Supplies,Art,830.82,6,0.5,54.29,6.534508076358296,776.5300000000001
CA-2025-105351,2025-10-16,CS-1171,Consumer,East,Bihar,Office Supplies,Fasteners,746.1,4,0.0,184.44,24.72054684358665,561.6600000000001
CA-2025-105352,2025-09-07,CS-1077,Corporate,South,Tamil Nadu,Technology,Copiers,598.8,4,0.5,47.18,7.879091516366065,551.62
CA-2025-105353,2025-02-09,CS-1048,Corporate,West,Rajasthan,Office Supplies,Fasteners,1882.5,9,0.2,463.13,24.601859229747674,1419.37
CA-2025-105354,2025-12-26,CS-1255,Corporate,East,Bihar,Office Supplies,Fasteners,72.67,1,0.5,11.01,15.150681161414614,61.660000000000004
CA-2025-105355,2026-01-23,CS-1082,Corporate,South,Kerala,Technology,Phones,1372.96,5,0.0,298.99,21.777036475935205,1073.97
CA-2025-105356,2025-12-21,CS-1383,Consumer,North,Punjab,Furniture,Chairs,1760.39,9,0.0,131.66,7.4790245343361414,1628.73
CA-2025-105357,2024-04-02,CS-1209,Home Office,West,Goa,Furniture,Tables,4152.12,9,0.0,922.86,22.22623623594694,3229.2599999999998
CA-2025-105358,2025-03-05,CS-1209,Consumer,East,Odisha,Office Supplies,Art,1746.54,9,0.0,132.53,7.588145705222899,1614.01
CA-2025-105359,2025-10-15,CS-1445,Consumer,West,Gujarat,Office Supplies,Binders,59.35,2,0.0,13.53,22.796967144060655,45.82
CA-2025-105360,2025-03-09,CS-1459,Consumer,West,Maharashtra,Office Supplies,Art,1344.53,7,0.5,186.26,13.853168021539124,1158.27
CA-2025-105361,2025-02-07,CS-1084,Corporate,West,Maharashtra,Technology,Phones,3857.64,8,0.0,857.49,22.228357233956515,3000.1499999999996
CA-2025-105362,2025-03-09,CS-1010,Corporate,North,Haryana,Office Supplies,Binders,83.7,1,0.1,8.8,10.51373954599761,74.9
CA-2025-105363,2024-04-21,CS-1029,Home Office,West,Gujarat,Furniture,Furnishings,973.33,2,0.0,186.53,19.164106726392898,786.8000000000001
CA-2025-105364,2025-01-09,CS-1304,Corporate,East,Bihar,Office Supplies,Paper,312.42,1,0.0,63.99,20.4820434031112,248.43
CA-2025-105365,2024-02-28,CS-1482,Corporate,North,UP,Furniture,Chairs,3826.97,9,0.0,573.95,14.997504553210506,3253.0199999999995
CA-2025-105366,2024-02-12,CS-1465,Home Office,South,Telangana,Office Supplies,Art,604.3,5,,134.75,22.298527221578688,469.54999999999995
CA-2025-105367,2024-07-25,CS-1446,Consumer,East,Jharkhand,Furniture,Chairs,1008.11,4,0.2,188.09,18.657686165200225,820.02
CA-2025-105368,2026-02-18,CS-1116,Corporate,North,Delhi,Technology,Copiers,3376.95,8,0.0,381.3,11.29125394216675,2995.6499999999996
CA-2025-105369,2024-10-22,CS-1490,Corporate,East,West Bengal,Office Supplies,Art,1474.72,3,0.0,347.9,23.59091895410654,1126.8200000000002
CA-2025-105370,2024-04-27,CS-1269,Consumer,East,Jharkhand,Furniture,Furnishings,804.41,8,0.0,94.91,11.798709613256921,709.5
CA-2025-105371,2025-06-15,CS-1428,Home Office,South,Kerala,Office Supplies,Fasteners,1216.04,3,0.1,238.58,19.61942041380218,977.4599999999999
CA-2025-105372,2024-08-09,CS-1047,Consumer,North,UP,Office Supplies,Art,1819.6,6,0.1,343.05,18.853044625192354,1476.55
CA-2025-105373,2024-06-14,CS-1359,Corporate,West,Rajasthan,Office Supplies,Paper,947.92,4,0.5,72.43,7.640940163726897,875.49
CA-2025-105374,2025-10-04,CS-1448,Corporate,East,Jharkhand,Office Supplies,Fasteners,1326.98,8,0.0,179.94,13.560113942938099,1147.04
CA-2025-105375,2024-06-04,CS-1091,Home Office,East,Odisha,Technology,Copiers,811.89,7,0.1,133.84,16.484991809235243,678.05
CA-2025-105376,2024-07-02,CS-1053,Home Office,East,Jharkhand,Office Supplies,Fasteners,945.53,5,0.0,82.5,8.725265195181539,863.03
CA-2025-105377,2024-03-30,CS-1218,Corporate,East,West Bengal,Office Supplies,Fasteners,1330.21,3,0.0,92.96,6.98837025732779,1237.25
CA-2025-105378,2024-04-03,CS-1348,Corporate,East,Jharkhand,Technology,Copiers,1176.1,5,0.0,187.29,15.924666269875013,988.81
CA-2025-105379,2024-01-13,CS-1077,Consumer,North,Delhi,Office Supplies,Art,1904.89,4,0.0,153.63,8.065032626555864,1751.2600000000002
CA-2025-105380,2026-01-11,CS-1204,Consumer,East,West Bengal,Furniture,Chairs,1029.97,8,0.0,213.84,20.76176976028428,816.13
CA-2025-105381,2025-03-13,CS-1044,Home Office,East,Bihar,Furniture,Tables,590.33,5,0.0,130.51,22.107973506343907,459.82000000000005
CA-2025-105382,2025-06-21,CS-1156,Home Office,East,Jharkhand,Technology,Copiers,1712.09,5,0.0,117.71,6.875222681050645,1594.3799999999999
CA-2025-105383,2025-08-09,CS-1002,Home Office,West,Maharashtra,Technology,Accessories,275.25,2,0.1,52.46,19.059037238873753,222.79
CA-2025-105384,2024-05-29,CS-1357,Consumer,West,Gujarat,Furniture,Tables,659.57,9,0.0,129.57,19.644616947405126,530.0
CA-2025-105385,2025-10-21,CS-1313,Home Office,North,UP,Office Supplies,Art,1165.26,6,0.0,73.7,6.324768721143779,1091.56
CA-2025-105386,2024-01-08,CS-1057,Home Office,East,Jharkhand,Furniture,Tables,126.38,1,0.1,21.39,16.925146383921508,104.99
CA-2025-105387,2024-01-29,CS-1290,Consumer,East,West Bengal,Office Supplies,Binders,637.08,3,0.0,111.08,17.435800841338605,526.0
CA-2025-105388,2024-10-22,CS-1471,Corporate,South,Telangana,Furniture,Furnishings,324.45,4,0.2,49.45,15.24117737709971,275.0
CA-2025-105389,2025-12-21,CS-1058,Corporate,West,Rajasthan,Furniture,Chairs,478.92,2,0.5,90.03,18.79854673014282,388.89
CA-2025-105390,2025-10-01,CS-1254,Corporate,South,Kerala,Technology,Accessories,1611.23,4,0.0,160.14,9.938990708961477,1451.0900000000001
CA-2025-105391,2024-12-05,CS-1180,Home Office,East,Jharkhand,Office Supplies,Art,759.67,2,0.1,77.69,10.226809009175037,681.98
CA-2025-105392,2025-09-19,CS-1493,Consumer,East,Bihar,Furniture,Furnishings,935.51,6,0.0,219.63,23.477033917328516,715.88
CA-2025-105393,2025-03-14,CS-1157,Corporate,South,Telangana,Technology,Accessories,3868.31,9,0.0,718.83,18.582533457763212,3149.48
CA-2025-105394,2024-05-23,CS-1035,Corporate,North,Punjab,Technology,Accessories,299.48,1,0.0,38.75,12.939094430345932,260.73
CA-2025-105395,2026-01-16,CS-1075,Consumer,North,UP,Office Supplies,Binders,188.99,5,0.0,34.84,18.434837822106992,154.15
CA-2025-105396,2025-06-02,CS-1432,Home Office,South,Kerala,Technology,Copiers,765.88,9,0.0,152.91,19.96526871050295,612.97
CA-2025-105397,2024-02-14,CS-1289,Corporate,East,Jharkhand,Office Supplies,Fasteners,1599.65,7,0.0,176.67,11.044290938642828,1422.98
CA-2025-105398,2024-08-26,CS-1371,Consumer,South,Telangana,Furniture,Furnishings,1217.73,6,0.0,187.45,15.393395908781091,1030.28
CA-2025-105399,2024-06-03,CS-1075,Consumer,West,Maharashtra,Furniture,Chairs,2238.24,7,0.2,163.26,7.294123954535707,2074.9799999999996
CA-2025-105400,2024-06-29,CS-1329,Consumer,North,Punjab,Office Supplies,Paper,1971.44,9,0.5,335.63,17.024611451527814,1635.81
CA-2025-105401,2024-08-02,CS-1078,Corporate,South,Telangana,Furniture,Furnishings,1301.45,3,0.0,244.14,18.759076414768142,1057.31
CA-2025-105402,2024-03-28,CS-1255,Home Office,North,Haryana,Office Supplies,Fasteners,1396.02,8,0.1,277.3,19.8636122691652,1118.72
CA-2025-105403,2024-09-12,CS-1265,Consumer,West,Gujarat,Furniture,Chairs,321.53,1,0.0,77.84,24.209249525705225,243.68999999999997
CA-2025-105404,2025-05-25,CS-1487,Consumer,East,Jharkhand,Office Supplies,Fasteners,1521.45,6,0.0,126.82,8.335469453481876,1394.63
CA-2025-105405,2024-03-13,CS-1304,Consumer,East,West Bengal,Furniture,Tables,3609.12,9,0.1,230.58,6.388815001994947,3378.54
